,age,job,marital,education,housing,loan,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
11625,43,technician,married,4.0,no,no,1.4,94.465,-41.8,4.959,5228,no
32476,33,blue-collar,married,5.0,no,yes,-1.8,92.893,-46.2,1.313,5099,no
40777,55,unemployed,married,2.0,yes,no,-1.1,94.199,-37.5,0.879,4964,no
15504,47,technician,married,6.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
22212,46,unemployed,married,4.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
11737,35,admin.,married,4.0,no,yes,1.4,94.465,-41.8,4.959,5228,yes
25404,36,admin.,married,5.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
15017,35,entrepreneur,single,7.0,no,no,1.4,93.918,-42.7,4.958,5228,no
36774,26,self-employed,single,7.0,yes,no,-2.9,92.963,-40.8,1.268,5076,no
35577,32,blue-collar,married,4.0,yes,yes,-1.8,92.893,-46.2,1.244,5099,no
5173,50,technician,married,6.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
39794,30,technician,single,6.0,no,no,-1.7,94.055,-39.8,0.702,4992,no
20670,48,unemployed,married,2.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
38783,78,retired,divorced,2.0,yes,no,-3.4,92.649,-30.1,0.714,5018,no
10961,29,entrepreneur,single,6.0,no,no,1.4,94.465,-41.8,4.962,5228,no
34494,26,blue-collar,married,4.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
4490,39,management,single,4.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
32598,27,blue-collar,married,4.0,yes,no,-1.8,92.893,-46.2,1.299,5099,no
15674,46,blue-collar,married,4.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
19747,51,blue-collar,married,2.0,yes,yes,1.4,93.444,-36.1,4.966,5228,no
4488,47,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.856,5191,no
30052,53,retired,married,4.0,no,no,-1.8,93.075,-47.1,1.406,5099,no
24383,52,management,married,7.0,yes,yes,-0.1,93.2,-42.0,4.191,5196,no
10896,36,admin.,married,5.0,yes,no,1.4,94.465,-41.8,4.962,5228,no
35806,46,admin.,single,7.0,no,yes,-1.8,92.893,-46.2,1.244,5099,no
38029,29,admin.,single,7.0,yes,no,-3.4,92.379,-29.8,0.781,5018,no
10943,29,blue-collar,married,4.0,,,1.4,94.465,-41.8,4.962,5228,no
34313,39,blue-collar,divorced,4.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
21636,31,admin.,married,7.0,no,yes,1.4,93.444,-36.1,4.963,5228,no
2809,40,admin.,single,5.0,no,no,1.1,93.994,-36.4,4.859,5191,no
28894,37,blue-collar,married,2.0,no,yes,-1.8,93.075,-47.1,1.405,5099,no
28298,37,blue-collar,married,2.0,yes,no,-1.8,93.075,-47.1,1.445,5099,no
37094,51,admin.,married,7.0,yes,no,-2.9,92.469,-33.6,0.921,5076,yes
36227,45,unemployed,married,4.0,yes,no,-2.9,92.963,-40.8,1.266,5076,no
26005,35,entrepreneur,divorced,7.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
7222,43,technician,married,7.0,no,no,1.1,93.994,-36.4,4.86,5191,no
3252,36,blue-collar,single,2.0,no,no,1.1,93.994,-36.4,4.86,5191,no
24114,50,admin.,single,4.0,,,-0.1,93.2,-42.0,4.245,5196,no
31480,49,services,single,5.0,no,yes,-1.8,92.893,-46.2,1.334,5099,no
2821,29,technician,single,6.0,no,no,1.1,93.994,-36.4,4.859,5191,no
15214,29,unemployed,married,7.0,yes,no,1.4,93.918,-42.7,4.958,5228,no
4318,39,blue-collar,married,3.0,no,yes,1.1,93.994,-36.4,4.856,5191,no
27857,32,admin.,single,6.0,yes,no,-1.8,92.843,-50.0,1.614,5099,no
12027,49,services,divorced,5.0,no,no,1.4,94.465,-41.8,4.955,5228,no
1692,39,blue-collar,divorced,4.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
39687,54,admin.,married,6.0,no,no,-1.8,93.876,-40.0,0.685,5009,no
13599,51,admin.,married,7.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
40148,30,student,single,6.0,yes,no,-1.7,94.215,-40.3,0.84,4992,no
14218,35,blue-collar,married,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
28916,57,blue-collar,married,4.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
10545,29,admin.,single,7.0,no,no,1.4,94.465,-41.8,4.961,5228,no
3537,39,technician,married,6.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
16136,32,blue-collar,married,3.0,no,no,1.4,93.918,-42.7,4.961,5228,no
10053,35,technician,married,6.0,yes,no,1.4,94.465,-41.8,4.958,5228,no
27465,35,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.021,5196,yes
32916,30,technician,single,4.0,no,no,-1.8,92.893,-46.2,1.299,5099,no
38379,41,blue-collar,married,4.0,no,no,-3.4,92.431,-26.9,0.739,5018,no
23670,35,technician,single,7.0,no,no,1.4,93.444,-36.1,4.962,5228,no
4538,55,admin.,divorced,7.0,no,no,1.1,93.994,-36.4,4.856,5191,no
10790,46,blue-collar,divorced,3.0,yes,no,1.4,94.465,-41.8,4.961,5228,no
31104,55,blue-collar,married,4.0,yes,no,-1.8,92.893,-46.2,1.334,5099,no
22238,55,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
27584,41,services,married,,no,no,-0.1,93.2,-42.0,4.021,5196,no
23114,32,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
38130,68,retired,single,7.0,yes,no,-3.4,92.379,-29.8,0.741,5018,no
11913,33,services,divorced,5.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
40914,24,blue-collar,single,4.0,no,no,-1.1,94.601,-49.5,0.977,4964,no
11251,40,services,married,5.0,yes,yes,1.4,94.465,-41.8,4.961,5228,no
20090,32,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.965,5228,no
10019,38,blue-collar,married,3.0,no,no,1.4,94.465,-41.8,4.958,5228,no
33000,37,entrepreneur,married,4.0,no,no,-1.8,92.893,-46.2,1.299,5099,no
36034,28,technician,single,7.0,yes,no,-1.8,92.893,-46.2,1.266,5099,yes
14039,46,housemaid,married,2.0,no,no,1.4,93.918,-42.7,4.963,5228,no
114,37,management,married,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
641,29,admin.,married,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
39995,26,admin.,married,5.0,no,no,-1.7,94.055,-39.8,0.767,4992,no
7626,29,management,single,7.0,no,no,1.1,93.994,-36.4,4.864,5191,no
36883,25,student,single,7.0,yes,yes,-2.9,92.963,-40.8,1.235,5076,yes
40990,31,admin.,single,7.0,,,-1.1,94.601,-49.5,1.008,4964,yes
39961,32,blue-collar,single,5.0,no,no,-1.7,94.055,-39.8,0.754,4992,no
14535,31,blue-collar,married,4.0,no,no,1.4,93.918,-42.7,4.961,5228,no
2619,58,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
36095,51,admin.,divorced,7.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
30202,38,admin.,married,5.0,yes,yes,-1.8,93.075,-47.1,1.365,5099,yes
661,42,admin.,single,,yes,no,1.1,93.994,-36.4,4.857,5191,no
14381,27,admin.,single,5.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
6652,31,technician,married,7.0,no,yes,1.1,93.994,-36.4,4.857,5191,no
24718,37,entrepreneur,married,7.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
39809,31,services,married,5.0,no,yes,-1.7,94.055,-39.8,0.707,4992,no
2325,26,blue-collar,single,5.0,no,no,1.1,93.994,-36.4,4.856,5191,no
36776,22,technician,single,7.0,yes,no,-2.9,92.963,-40.8,1.268,5076,yes
26158,38,blue-collar,married,4.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
15542,39,blue-collar,single,2.0,no,no,1.4,93.918,-42.7,4.957,5228,no
32697,52,blue-collar,married,4.0,yes,no,-1.8,92.893,-46.2,1.299,5099,no
224,40,technician,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
23576,58,self-employed,married,3.0,yes,no,1.4,93.444,-36.1,4.962,5228,no
30216,34,admin.,married,7.0,no,no,-1.8,93.075,-47.1,1.365,5099,no
33106,51,blue-collar,divorced,5.0,yes,yes,-1.8,92.893,-46.2,1.291,5099,no
864,35,blue-collar,married,,yes,yes,1.1,93.994,-36.4,4.856,5191,no
1169,48,blue-collar,married,6.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
19728,59,unemployed,married,6.0,no,no,1.4,93.444,-36.1,4.968,5228,no
11772,46,admin.,divorced,7.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
28442,26,unemployed,single,7.0,yes,no,-1.8,93.075,-47.1,1.423,5099,no
31083,36,admin.,single,5.0,no,no,-1.8,92.893,-46.2,1.334,5099,no
26889,30,admin.,married,7.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
15309,29,admin.,single,5.0,no,yes,1.4,93.918,-42.7,4.957,5228,no
22962,54,blue-collar,married,2.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
35993,29,self-employed,married,7.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
2414,42,admin.,single,5.0,no,no,1.1,93.994,-36.4,4.856,5191,no
2608,37,blue-collar,married,5.0,no,no,1.1,93.994,-36.4,4.856,5191,no
28305,29,admin.,married,7.0,yes,yes,-1.8,93.075,-47.1,1.445,5099,yes
26447,34,technician,married,6.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
19939,33,technician,married,6.0,no,no,1.4,93.444,-36.1,4.966,5228,no
10708,33,admin.,married,5.0,no,no,1.4,94.465,-41.8,4.961,5228,no
14409,33,admin.,single,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
14789,45,,,,yes,no,1.4,93.918,-42.7,4.957,5228,yes
18490,29,admin.,single,7.0,no,no,1.4,93.918,-42.7,4.968,5228,no
16655,49,self-employed,divorced,7.0,yes,no,1.4,93.918,-42.7,4.963,5228,yes
14861,23,blue-collar,single,5.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
19717,30,technician,single,6.0,yes,no,1.4,93.444,-36.1,4.968,5228,yes
32654,31,technician,single,7.0,no,no,-1.8,92.893,-46.2,1.299,5099,yes
38924,78,retired,married,6.0,yes,no,-3.4,92.649,-30.1,0.716,5018,no
15865,22,blue-collar,single,,no,no,1.4,93.918,-42.7,4.96,5228,no
19771,47,self-employed,married,4.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
25135,48,blue-collar,married,2.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
33337,32,blue-collar,single,4.0,yes,no,-1.8,92.893,-46.2,1.291,5099,no
40031,52,admin.,single,5.0,no,no,-1.7,94.215,-40.3,0.793,4992,no
18295,56,technician,divorced,7.0,yes,yes,1.4,93.918,-42.7,4.963,5228,no
16321,35,services,single,5.0,yes,yes,1.4,93.918,-42.7,4.961,5228,no
27482,43,technician,married,7.0,no,yes,-0.1,93.2,-42.0,4.021,5196,no
5079,46,admin.,divorced,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
13433,32,admin.,single,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
11050,44,technician,married,5.0,yes,yes,1.4,94.465,-41.8,4.962,5228,no
18574,31,admin.,married,5.0,no,no,1.4,93.918,-42.7,4.968,5228,no
14153,31,management,married,7.0,yes,no,1.4,93.918,-42.7,4.962,5228,yes
23707,35,services,married,7.0,yes,no,1.4,93.444,-36.1,4.962,5228,no
8863,50,blue-collar,married,2.0,yes,no,1.4,94.465,-41.8,4.866,5228,no
11224,29,student,married,5.0,no,no,1.4,94.465,-41.8,4.961,5228,no
19058,40,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
4680,43,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.858,5191,no
23528,34,technician,married,7.0,,,1.4,93.444,-36.1,4.962,5228,no
31240,34,admin.,single,5.0,yes,no,-1.8,92.893,-46.2,1.334,5099,no
25501,30,self-employed,married,5.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
29548,40,services,married,5.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
32819,39,admin.,married,5.0,yes,no,-1.8,92.893,-46.2,1.299,5099,no
28069,26,entrepreneur,single,5.0,no,yes,-1.8,93.075,-47.1,1.479,5099,no
33271,26,services,single,7.0,yes,yes,-1.8,92.893,-46.2,1.291,5099,no
17262,51,admin.,married,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
12416,42,services,married,5.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
38556,72,retired,married,3.0,yes,yes,-3.4,92.431,-26.9,0.722,5018,yes
21117,46,services,married,,no,no,1.4,93.444,-36.1,4.963,5228,no
6967,38,technician,divorced,6.0,yes,no,1.1,93.994,-36.4,4.86,5191,yes
6283,51,management,divorced,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
7949,36,admin.,married,7.0,yes,no,1.4,94.465,-41.8,4.865,5228,no
23681,37,technician,married,6.0,no,no,1.4,93.444,-36.1,4.962,5228,no
28371,43,admin.,divorced,5.0,,,-1.8,93.075,-47.1,1.435,5099,no
8211,41,blue-collar,married,4.0,no,no,1.4,94.465,-41.8,4.864,5228,no
11613,58,admin.,married,,yes,no,1.4,94.465,-41.8,4.959,5228,no
21570,31,admin.,single,7.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
18634,34,services,married,5.0,no,no,1.4,93.918,-42.7,4.968,5228,no
9592,52,management,divorced,7.0,yes,no,1.4,94.465,-41.8,4.961,5228,no
13505,48,technician,divorced,6.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
44,44,admin.,married,7.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
19687,42,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
24526,52,services,divorced,5.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
38938,28,technician,single,6.0,yes,no,-3.4,92.649,-30.1,0.716,5018,yes
9316,38,blue-collar,married,4.0,,,1.4,94.465,-41.8,4.967,5228,no
16902,40,blue-collar,single,6.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
1222,40,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.855,5191,no
10408,52,entrepreneur,married,2.0,yes,no,1.4,94.465,-41.8,4.96,5228,no
21227,36,technician,married,6.0,no,no,1.4,93.444,-36.1,4.963,5228,no
11789,58,blue-collar,,4.0,no,no,1.4,94.465,-41.8,4.959,5228,no
31219,36,technician,single,6.0,no,no,-1.8,92.893,-46.2,1.334,5099,no
22490,46,blue-collar,married,3.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
13173,27,unemployed,married,3.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
13010,33,blue-collar,single,4.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
32563,54,management,married,5.0,no,no,-1.8,92.893,-46.2,1.299,5099,no
19971,34,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
36959,46,admin.,single,7.0,yes,no,-2.9,92.469,-33.6,1.072,5076,yes
11194,45,blue-collar,married,2.0,no,no,1.4,94.465,-41.8,4.961,5228,no
10330,41,blue-collar,married,4.0,no,no,1.4,94.465,-41.8,4.96,5228,no
5048,40,blue-collar,single,,yes,no,1.1,93.994,-36.4,4.857,5191,no
31191,35,blue-collar,single,4.0,yes,no,-1.8,92.893,-46.2,1.334,5099,no
16705,43,admin.,married,7.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
26747,49,unemployed,,5.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
2214,36,services,married,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
27107,43,management,single,5.0,no,no,-0.1,93.2,-42.0,4.021,5196,no
23060,42,management,married,7.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
17069,56,retired,single,6.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
12876,34,technician,single,7.0,no,yes,1.4,93.918,-42.7,4.962,5228,yes
22563,37,technician,married,6.0,no,no,1.4,93.444,-36.1,4.964,5228,no
28795,32,blue-collar,married,2.0,no,no,-1.8,93.075,-47.1,1.41,5099,no
12980,30,blue-collar,married,3.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
27247,29,services,single,5.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
40240,42,,single,7.0,no,no,-1.7,94.215,-40.3,0.885,4992,yes
39418,58,housemaid,single,6.0,no,yes,-1.8,93.749,-34.6,0.64,5009,yes
38277,26,student,single,4.0,yes,no,-3.4,92.431,-26.9,0.742,5018,yes
34266,30,services,single,5.0,,,-1.8,92.893,-46.2,1.266,5099,no
29683,23,admin.,married,5.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
29307,37,technician,divorced,5.0,no,yes,-1.8,93.075,-47.1,1.405,5099,no
19203,46,blue-collar,divorced,6.0,yes,no,1.4,93.444,-36.1,4.967,5228,no
40677,33,admin.,married,5.0,yes,no,-1.1,94.199,-37.5,0.879,4964,yes
13534,40,blue-collar,divorced,4.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
12838,24,student,single,5.0,no,no,1.4,93.918,-42.7,4.962,5228,no
1347,38,entrepreneur,married,7.0,no,no,1.1,93.994,-36.4,4.855,5191,no
14643,30,services,single,5.0,no,no,1.4,93.918,-42.7,4.961,5228,no
41058,65,retired,married,2.0,yes,no,-1.1,94.601,-49.5,1.043,4964,yes
17570,54,admin.,divorced,5.0,no,no,1.4,93.918,-42.7,4.962,5228,no
28555,40,management,single,4.0,yes,no,-1.8,93.075,-47.1,1.415,5099,no
15506,46,management,divorced,7.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
30639,25,management,single,7.0,yes,no,-1.8,92.893,-46.2,1.354,5099,no
23068,60,self-employed,married,4.0,no,no,1.4,93.444,-36.1,4.965,5228,no
34242,29,admin.,single,5.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
3591,59,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.859,5191,no
25237,55,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
5434,51,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
11013,24,technician,single,6.0,yes,no,1.4,94.465,-41.8,4.962,5228,no
8266,35,blue-collar,married,5.0,yes,no,1.4,94.465,-41.8,4.864,5228,no
34496,36,management,married,7.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
21306,54,management,married,5.0,no,no,1.4,93.444,-36.1,4.963,5228,no
35473,32,admin.,single,7.0,yes,no,-1.8,92.893,-46.2,1.244,5099,no
19953,38,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
35950,36,admin.,married,7.0,yes,yes,-1.8,92.893,-46.2,1.264,5099,no
18130,37,blue-collar,married,3.0,no,no,1.4,93.918,-42.7,4.963,5228,no
32902,45,management,married,4.0,yes,no,-1.8,92.893,-46.2,1.299,5099,no
23485,32,admin.,divorced,7.0,yes,no,1.4,93.444,-36.1,4.962,5228,no
29668,71,retired,married,7.0,no,no,-1.8,93.075,-47.1,1.405,5099,yes
568,23,admin.,single,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
5036,50,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.858,5191,no
38655,54,technician,married,4.0,no,no,-3.4,92.649,-30.1,0.72,5018,yes
9720,49,admin.,single,7.0,yes,no,1.4,94.465,-41.8,4.961,5228,no
17365,47,technician,single,6.0,yes,no,1.4,93.918,-42.7,4.962,5228,yes
26155,31,admin.,married,7.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
9911,48,admin.,divorced,5.0,yes,yes,1.4,94.465,-41.8,4.959,5228,yes
30138,60,retired,divorced,6.0,yes,no,-1.8,93.075,-47.1,1.365,5099,yes
4284,58,blue-collar,married,,yes,no,1.1,93.994,-36.4,4.856,5191,no
8566,32,admin.,single,7.0,no,yes,1.4,94.465,-41.8,4.864,5228,no
38763,32,self-employed,married,7.0,no,no,-3.4,92.649,-30.1,0.714,5018,no
34507,30,technician,single,6.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
30647,29,admin.,single,7.0,yes,no,-1.8,92.893,-46.2,1.344,5099,no
24090,32,admin.,single,7.0,no,no,-0.1,93.2,-42.0,4.406,5196,no
31955,35,services,single,5.0,no,yes,-1.8,92.893,-46.2,1.327,5099,no
31136,31,blue-collar,single,5.0,yes,no,-1.8,92.893,-46.2,1.334,5099,no
13918,33,services,married,5.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
32082,32,blue-collar,married,2.0,yes,no,-1.8,92.893,-46.2,1.313,5099,no
13021,28,services,married,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
1735,35,unemployed,married,4.0,no,no,1.1,93.994,-36.4,4.855,5191,no
2250,39,blue-collar,divorced,4.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
4056,55,admin.,married,7.0,no,no,1.1,93.994,-36.4,4.858,5191,no
14739,38,blue-collar,married,2.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
19172,37,management,married,7.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
30231,51,technician,married,6.0,yes,yes,-1.8,93.075,-47.1,1.365,5099,yes
36101,29,admin.,married,7.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
25458,55,admin.,divorced,5.0,,,-0.1,93.2,-42.0,4.12,5196,no
18641,31,self-employed,married,7.0,no,no,1.4,93.918,-42.7,4.968,5228,no
16741,58,blue-collar,married,2.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
21099,38,technician,divorced,7.0,no,no,1.4,93.444,-36.1,4.963,5228,no
20796,59,blue-collar,married,2.0,no,no,1.4,93.444,-36.1,4.965,5228,no
3907,30,services,married,5.0,yes,no,1.1,93.994,-36.4,4.858,5191,no
21325,55,blue-collar,married,2.0,yes,yes,1.4,93.444,-36.1,4.963,5228,no
26843,38,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
22277,49,blue-collar,married,4.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
22104,46,self-employed,married,7.0,no,yes,1.4,93.444,-36.1,4.963,5228,no
15273,50,entrepreneur,married,2.0,yes,no,1.4,93.918,-42.7,4.958,5228,no
5358,51,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
17017,35,technician,married,6.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
12830,48,management,married,5.0,no,no,1.4,93.918,-42.7,4.962,5228,no
4196,31,admin.,,5.0,no,no,1.1,93.994,-36.4,4.858,5191,no
19646,33,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
20674,48,management,married,7.0,no,no,1.4,93.444,-36.1,4.965,5228,no
14951,26,technician,single,6.0,no,yes,1.4,93.918,-42.7,4.957,5228,no
34339,38,services,married,5.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
39174,55,admin.,married,7.0,yes,no,-1.8,93.369,-34.8,0.654,5009,no
1809,43,admin.,married,7.0,yes,no,1.1,93.994,-36.4,4.855,5191,yes
40856,50,management,married,7.0,yes,no,-1.1,94.601,-49.5,0.942,4964,no
9260,31,technician,married,6.0,no,no,1.4,94.465,-41.8,4.967,5228,no
30239,27,admin.,single,7.0,yes,no,-1.8,93.075,-47.1,1.365,5099,no
12949,29,admin.,single,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
13674,33,self-employed,married,4.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
15757,38,blue-collar,married,2.0,yes,no,1.4,93.918,-42.7,4.96,5228,yes
4158,38,admin.,divorced,5.0,no,no,1.1,93.994,-36.4,4.858,5191,no
2545,35,admin.,single,7.0,yes,yes,1.1,93.994,-36.4,4.856,5191,no
22877,33,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
21756,60,retired,married,2.0,yes,yes,1.4,93.444,-36.1,4.963,5228,no
29635,31,technician,single,6.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
13598,31,student,married,5.0,no,no,1.4,93.918,-42.7,4.963,5228,no
25836,52,retired,married,7.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
18284,32,admin.,married,7.0,yes,no,1.4,93.918,-42.7,4.963,5228,yes
6859,40,technician,married,6.0,no,yes,1.1,93.994,-36.4,4.857,5191,no
7614,36,services,married,5.0,no,no,1.1,93.994,-36.4,4.864,5191,no
38375,38,blue-collar,married,4.0,yes,no,-3.4,92.431,-26.9,0.739,5018,no
3490,42,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.86,5191,no
20675,36,admin.,divorced,7.0,yes,yes,1.4,93.444,-36.1,4.965,5228,no
39224,55,unemployed,divorced,7.0,no,no,-1.8,93.369,-34.8,0.652,5009,yes
15804,48,services,divorced,5.0,no,no,1.4,93.918,-42.7,4.96,5228,no
15121,27,unemployed,single,7.0,yes,yes,1.4,93.918,-42.7,4.958,5228,yes
34366,27,admin.,married,6.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
24835,31,admin.,divorced,7.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
4205,47,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.858,5191,no
6747,56,services,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
4648,33,blue-collar,married,3.0,no,no,1.1,93.994,-36.4,4.858,5191,no
7688,52,,married,3.0,no,no,1.1,93.994,-36.4,4.864,5191,no
5477,43,technician,single,6.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
2965,28,technician,single,4.0,no,no,1.1,93.994,-36.4,4.859,5191,no
23731,33,unemployed,single,7.0,no,no,1.4,93.444,-36.1,4.962,5228,no
35872,18,student,single,5.0,yes,no,-1.8,92.893,-46.2,1.259,5099,no
25509,35,admin.,married,7.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
8497,30,services,divorced,4.0,no,no,1.4,94.465,-41.8,4.864,5228,no
36564,31,admin.,married,5.0,no,no,-2.9,92.963,-40.8,1.26,5076,no
24988,48,technician,married,7.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
11451,39,entrepreneur,married,7.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
22757,30,technician,divorced,7.0,no,no,1.4,93.444,-36.1,4.965,5228,no
1006,44,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.856,5191,no
27034,48,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
36671,51,technician,married,4.0,no,no,-2.9,92.963,-40.8,1.268,5076,yes
21019,47,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.964,5228,no
34820,38,blue-collar,married,2.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
34848,24,blue-collar,married,4.0,,,-1.8,92.893,-46.2,1.25,5099,no
38587,72,retired,married,2.0,no,no,-3.4,92.431,-26.9,0.72,5018,no
15530,47,admin.,married,5.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
34376,48,blue-collar,married,4.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
40533,28,student,single,7.0,yes,no,-1.7,94.027,-38.3,0.89,4992,no
7522,59,entrepreneur,divorced,5.0,no,no,1.1,93.994,-36.4,4.864,5191,no
33461,33,self-employed,married,4.0,,,-1.8,92.893,-46.2,1.291,5099,no
41049,21,student,single,5.0,no,no,-1.1,94.601,-49.5,1.037,4964,yes
753,36,admin.,married,7.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
28075,51,technician,divorced,6.0,yes,yes,-1.8,93.075,-47.1,1.479,5099,no
18226,58,management,married,4.0,no,no,1.4,93.918,-42.7,4.963,5228,no
11929,54,technician,married,5.0,no,no,1.4,94.465,-41.8,4.959,5228,no
