"","X","age","job","marital","education","housing","loan","education_imp","job_imp","loan_imp","housing_imp","marital_imp","y"
"31330",31338,47,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31331",31339,47,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31332",31340,54,"management","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31333",31341,37,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31334",31342,33,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31335",31343,35,"admin.","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31336",31344,31,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31337",31345,36,"admin.","single","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31338",31346,27,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31339",31347,35,"blue-collar","divorced","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31340",31348,39,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31341",31349,38,"blue-collar","single","5","no","no",FALSE,FALSE,FALSE,FALSE,TRUE,"no"
"31342",31350,39,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31343",31351,42,"blue-collar","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31344",31352,34,"admin.","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31345",31353,33,"entrepreneur","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31346",31354,52,"admin.","single","4","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31347",31355,33,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31348",31356,37,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31349",31357,52,"admin.","single","3","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31350",31358,31,"management","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31351",31359,34,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31352",31360,37,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31353",31361,37,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31354",31362,34,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31355",31363,33,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31356",31364,28,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31357",31365,34,"admin.","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31358",31366,36,"admin.","single","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31359",31367,33,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31360",31368,53,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31361",31369,54,"blue-collar","married","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31362",31370,27,"services","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31363",31371,40,"blue-collar","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31364",31372,38,"blue-collar","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31365",31373,48,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31366",31374,37,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31367",31375,29,"technician","single","6","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31368",31376,39,"blue-collar","divorced","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31369",31377,36,"technician","single","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31370",31378,29,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31371",31379,35,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31372",31380,33,"blue-collar","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31373",31381,35,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31374",31382,29,"services","married","5","yes","yes",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"31375",31383,48,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31376",31384,44,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31377",31385,40,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31378",31386,51,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31379",31387,36,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31380",31388,37,"housemaid","married","3","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31381",31389,41,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31382",31390,54,"technician","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31383",31391,33,"services","married","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31384",31392,30,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31385",31393,51,"admin.","divorced","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31386",31394,39,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31387",31395,24,"student","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31388",31396,51,"admin.","single","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31389",31397,48,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31390",31398,58,"blue-collar","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31391",31399,53,"blue-collar","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31392",31400,27,"technician","single","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31393",31401,37,"blue-collar","single","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31394",31402,33,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31395",31403,39,"unemployed","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31396",31404,28,"self-employed","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31397",31405,32,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31398",31406,52,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31399",31407,51,"entrepreneur","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31400",31408,58,"self-employed","married","6","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31401",31409,33,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31402",31410,40,"housemaid","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31403",31411,37,"housemaid","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31404",31412,32,"technician","single","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31405",31413,42,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31406",31414,37,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31407",31415,35,"services","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31408",31416,34,"housemaid","married","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31409",31417,39,"management","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31410",31418,30,"admin.","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31411",31419,28,"admin.","single","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31412",31420,48,"entrepreneur","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31413",31421,49,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31414",31422,33,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31415",31423,34,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31416",31424,51,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31417",31425,30,"management","single","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31418",31426,51,"blue-collar","married","4","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31419",31427,33,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31420",31428,36,"technician","single","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31421",31429,34,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31422",31430,34,"technician","divorced","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31423",31431,28,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31424",31432,36,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31425",31433,32,"technician","married","6","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31426",31434,43,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31427",31435,32,"technician","divorced","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31428",31436,46,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31429",31437,40,"blue-collar","married","6","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31430",31438,30,"admin.","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31431",31439,47,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31432",31440,34,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31433",31441,30,"services","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31434",31442,29,"blue-collar","single","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31435",31443,41,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31436",31444,43,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31437",31445,52,"admin.","single","5","no","yes",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31438",31446,46,"management","married","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31439",31447,35,"services","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31440",31448,36,"management","single","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31441",31449,54,"management","divorced","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31442",31450,54,"technician","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31443",31451,40,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31444",31452,39,"blue-collar","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31445",31453,33,"entrepreneur","single","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31446",31454,37,"admin.","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31447",31455,33,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31448",31456,51,"management","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31449",31457,34,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31450",31458,36,"entrepreneur","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31451",31459,52,"services","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31452",31460,58,"retired","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31453",31461,31,"blue-collar","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31454",31462,35,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31455",31463,33,"technician","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31456",31464,33,"entrepreneur","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31457",31465,30,"services","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31458",31466,41,"admin.","single","7","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31459",31467,36,"blue-collar","single","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31460",31468,28,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31461",31469,36,"technician","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31462",31470,31,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31463",31471,37,"self-employed","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31464",31472,39,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31465",31473,42,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31466",31474,31,"blue-collar","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31467",31475,44,"unemployed","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31468",31476,38,"self-employed","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31469",31477,48,"entrepreneur","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31470",31478,35,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31471",31479,41,"blue-collar","married","2","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31472",31480,49,"services","single","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31473",31481,28,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31474",31482,34,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31475",31483,35,"technician","married","6","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31476",31484,33,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31477",31485,48,"entrepreneur","single","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31478",31486,29,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31479",31487,44,"admin.","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31480",31488,35,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31481",31489,32,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31482",31490,37,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31483",31491,48,"blue-collar","married","3","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31484",31492,50,"admin.","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31485",31493,52,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31486",31494,33,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31487",31495,29,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31488",31496,42,"blue-collar","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31489",31497,34,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31490",31498,36,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31491",31499,45,"services","divorced","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31492",31500,28,"blue-collar","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31493",31501,29,"student","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31494",31502,41,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31495",31503,45,"entrepreneur","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31496",31504,37,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31497",31505,34,"services","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31498",31506,39,"technician","divorced","6","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31499",31507,46,"services","married","4","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31500",31508,33,"admin.","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31501",31509,52,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31502",31510,33,"blue-collar","married","3","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31503",31511,34,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31504",31512,48,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31505",31513,34,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31506",31514,34,"blue-collar","married","6","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31507",31515,43,"unemployed","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31508",31516,59,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31509",31517,39,"technician","single","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31510",31518,42,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31511",31519,34,"housemaid","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31512",31520,31,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31513",31521,38,"technician","single","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31514",31522,39,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31515",31523,57,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31516",31524,30,"technician","single","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31517",31525,38,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31518",31526,38,"management","married","5","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31519",31527,31,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31520",31528,42,"blue-collar","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31521",31529,51,"services","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31522",31530,44,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31523",31531,28,"services","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31524",31532,34,"management","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31525",31533,35,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31526",31534,45,"admin.","divorced","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31527",31535,34,"technician","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31528",31536,44,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31529",31537,34,"management","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31530",31538,27,"admin.","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31531",31539,32,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31532",31540,33,"technician","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31533",31541,35,"admin.","single","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31534",31542,35,"admin.","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31535",31543,31,"housemaid","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31536",31544,50,"blue-collar","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31537",31545,35,"management","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31538",31546,30,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31539",31547,50,"blue-collar","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31540",31548,32,"admin.","single","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31541",31549,50,"blue-collar","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31542",31550,26,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31543",31551,30,"technician","single","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31544",31552,45,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31545",31553,33,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31546",31554,37,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31547",31555,36,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31548",31556,36,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31549",31557,36,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31550",31558,35,"admin.","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31551",31559,36,"blue-collar","married","2","no","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"31552",31560,36,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31553",31561,34,"admin.","single","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31554",31562,30,"entrepreneur","divorced","3","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31555",31563,54,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31556",31564,32,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31557",31565,37,"blue-collar","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31558",31566,24,"services","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31559",31567,29,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31560",31568,36,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31561",31569,36,"admin.","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31562",31570,28,"admin.","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31563",31571,36,"admin.","single","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31564",31572,30,"technician","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31565",31573,36,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31566",31574,38,"management","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31567",31575,30,"services","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31568",31576,39,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31569",31577,36,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31570",31578,36,"admin.","single","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31571",31579,39,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31572",31580,40,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31573",31581,30,"admin.","single","6","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31574",31582,39,"entrepreneur","married","5","yes","yes",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31575",31583,30,"blue-collar","single","4","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31576",31584,54,"technician","single","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31577",31585,43,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31578",31586,30,"blue-collar","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31579",31587,57,"retired","divorced","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31580",31588,54,"technician","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31581",31589,36,"blue-collar","married","4","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31582",31590,30,"blue-collar","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"31583",31591,32,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31584",31592,36,"blue-collar","married","5","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"31585",31593,32,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31586",31594,32,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31587",31595,45,"admin.","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31588",31596,32,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31589",31597,33,"entrepreneur","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31590",31598,41,"blue-collar","married","4","yes","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"31591",31599,38,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31592",31600,33,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31593",31601,29,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31594",31602,42,"blue-collar","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"31595",31603,29,"admin.","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
