"","X","age","job","marital","education","housing","loan","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"30811",30819,40,"blue-collar","married","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30812",30820,32,"admin.","divorced","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30813",30821,54,"self-employed","married","7","no","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30814",30822,49,"entrepreneur","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30815",30823,28,"services","single","NA","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30816",30824,49,"entrepreneur","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30817",30825,58,"retired","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30818",30826,32,"services","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30819",30827,32,"services","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30820",30828,47,"entrepreneur","married","NA","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30821",30829,58,"retired","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30822",30830,32,"technician","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30823",30831,45,"blue-collar","single","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30824",30832,47,"entrepreneur","married","NA","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30825",30833,44,"admin.","single","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30826",30834,37,"blue-collar","married","NA","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30827",30835,45,"blue-collar","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30828",30836,35,"technician","married","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30829",30837,40,"technician","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30830",30838,51,"blue-collar","married","3","NA","NA",-1.8,92.893,-46.2,1.344,5099,"yes"
"30831",30839,42,"blue-collar","married","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30832",30840,35,"blue-collar","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30833",30841,57,"blue-collar","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30834",30842,42,"blue-collar","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30835",30843,49,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30836",30844,34,"admin.","married","5","yes","yes",-1.8,92.893,-46.2,1.344,5099,"yes"
"30837",30845,36,"admin.","single","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30838",30846,32,"management","divorced","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30839",30847,37,"management","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30840",30848,32,"management","divorced","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30841",30849,45,"entrepreneur","divorced","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30842",30850,43,"blue-collar","married","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30843",30851,39,"blue-collar","single","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30844",30852,32,"technician","married","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30845",30853,44,"entrepreneur","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30846",30854,37,"management","divorced","NA","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30847",30855,52,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30848",30856,30,"admin.","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30849",30857,53,"admin.","single","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30850",30858,31,"unemployed","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30851",30859,33,"admin.","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30852",30860,29,"entrepreneur","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30853",30861,34,"admin.","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30854",30862,35,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30855",30863,37,"management","single","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30856",30864,36,"retired","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30857",30865,37,"management","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30858",30866,50,"blue-collar","married","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30859",30867,34,"services","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30860",30868,37,"management","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30861",30869,58,"services","divorced","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30862",30870,38,"entrepreneur","married","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30863",30871,49,"blue-collar","married","6","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30864",30872,34,"technician","single","6","no","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30865",30873,38,"entrepreneur","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30866",30874,34,"services","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30867",30875,36,"admin.","single","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30868",30876,52,"blue-collar","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30869",30877,52,"blue-collar","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30870",30878,37,"services","single","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30871",30879,39,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30872",30880,39,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30873",30881,37,"services","single","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30874",30882,37,"services","single","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30875",30883,54,"services","divorced","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30876",30884,43,"blue-collar","married","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30877",30885,33,"admin.","married","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30878",30886,30,"services","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30879",30887,54,"services","divorced","7","no","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30880",30888,44,"management","married","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30881",30889,30,"services","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30882",30890,27,"blue-collar","single","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30883",30891,27,"blue-collar","single","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30884",30892,51,"services","divorced","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30885",30893,57,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30886",30894,36,"blue-collar","married","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30887",30895,47,"blue-collar","divorced","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30888",30896,41,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30889",30897,32,"management","divorced","7","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30890",30898,40,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30891",30899,29,"admin.","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30892",30900,29,"admin.","single","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30893",30901,29,"admin.","single","7","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30894",30902,31,"services","married","5","no","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30895",30903,29,"admin.","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30896",30904,29,"admin.","single","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30897",30905,37,"services","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30898",30906,36,"blue-collar","married","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30899",30907,34,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30900",30908,40,"admin.","single","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30901",30909,41,"blue-collar","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30902",30910,28,"blue-collar","single","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30903",30911,39,"retired","divorced","2","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30904",30912,31,"admin.","divorced","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30905",30913,31,"admin.","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30906",30914,36,"technician","married","4","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30907",30915,39,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30908",30916,32,"self-employed","married","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30909",30917,33,"blue-collar","married","2","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30910",30918,36,"entrepreneur","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30911",30919,36,"entrepreneur","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30912",30920,37,"services","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30913",30921,54,"management","married","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30914",30922,32,"technician","married","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30915",30923,54,"management","married","7","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30916",30924,47,"blue-collar","single","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30917",30925,39,"services","married","5","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30918",30926,54,"management","married","7","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30919",30927,30,"management","single","7","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30920",30928,30,"management","single","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30921",30929,30,"management","single","7","no","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30922",30930,51,"management","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30923",30931,48,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30924",30932,30,"management","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30925",30933,45,"admin.","single","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30926",30934,31,"admin.","divorced","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30927",30935,36,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30928",30936,38,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30929",30937,31,"blue-collar","married","4","no","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30930",30938,33,"admin.","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30931",30939,33,"services","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30932",30940,42,"entrepreneur","divorced","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30933",30941,41,"blue-collar","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30934",30942,41,"blue-collar","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30935",30943,36,"blue-collar","divorced","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30936",30944,26,"student","single","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30937",30945,43,"blue-collar","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30938",30946,41,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30939",30947,34,"admin.","married","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30940",30948,31,"blue-collar","divorced","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30941",30949,32,"admin.","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30942",30950,28,"services","single","NA","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30943",30951,44,"management","married","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30944",30952,34,"services","NA","5","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30945",30953,58,"blue-collar","single","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30946",30954,46,"management","divorced","6","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30947",30955,35,"services","single","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30948",30956,30,"services","single","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30949",30957,37,"technician","married","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30950",30958,32,"management","divorced","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30951",30959,33,"services","married","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30952",30960,38,"blue-collar","divorced","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30953",30961,37,"admin.","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30954",30962,37,"services","divorced","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30955",30963,45,"admin.","single","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30956",30964,36,"technician","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30957",30965,32,"technician","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30958",30966,26,"management","single","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30959",30967,19,"student","single","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30960",30968,45,"admin.","single","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30961",30969,43,"blue-collar","married","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30962",30970,37,"management","divorced","NA","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30963",30971,42,"blue-collar","married","4","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30964",30972,55,"blue-collar","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30965",30973,49,"entrepreneur","married","5","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30966",30974,32,"technician","married","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30967",30975,37,"services","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30968",30976,26,"student","single","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30969",30977,33,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30970",30978,43,"management","married","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30971",30979,36,"blue-collar","married","3","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30972",30980,52,"management","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30973",30981,36,"blue-collar","married","2","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30974",30982,39,"self-employed","single","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30975",30983,34,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30976",30984,35,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30977",30985,41,"blue-collar","married","2","NA","NA",-1.8,92.893,-46.2,1.344,5099,"no"
"30978",30986,34,"admin.","married","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30979",30987,38,"technician","divorced","6","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30980",30988,31,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30981",30989,35,"services","married","3","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30982",30990,43,"blue-collar","divorced","2","NA","NA",-1.8,92.893,-46.2,1.344,5099,"no"
"30983",30991,34,"blue-collar","married","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30984",30992,36,"admin.","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30985",30993,48,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"30986",30994,48,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30987",30995,34,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30988",30996,53,"unemployed","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30989",30997,37,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30990",30998,57,"blue-collar","married","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30991",30999,39,"admin.","single","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30992",31000,34,"technician","married","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30993",31001,40,"technician","married","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30994",31002,44,"admin.","married","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30995",31003,34,"admin.","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30996",31004,47,"management","married","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30997",31005,35,"blue-collar","divorced","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"30998",31006,36,"blue-collar","married","4","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"30999",31007,38,"technician","married","6","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31000",31008,34,"blue-collar","married","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31001",31009,55,"self-employed","married","4","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"31002",31010,39,"blue-collar","married","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31003",31011,45,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"31004",31012,46,"blue-collar","married","5","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"31005",31013,37,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.344,5099,"yes"
"31006",31014,29,"entrepreneur","married","3","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31007",31015,31,"admin.","married","7","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31008",31016,31,"services","single","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31009",31017,35,"blue-collar","divorced","4","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31010",31018,37,"technician","married","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31011",31019,41,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31012",31020,42,"admin.","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31013",31021,48,"blue-collar","single","2","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31014",31022,41,"blue-collar","married","4","yes","yes",-1.8,92.893,-46.2,1.344,5099,"no"
"31015",31023,37,"admin.","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31016",31024,31,"admin.","divorced","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31017",31025,36,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31018",31026,26,"management","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31019",31027,27,"technician","single","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31020",31028,36,"admin.","single","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31021",31029,46,"technician","married","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31022",31030,49,"admin.","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31023",31031,38,"blue-collar","married","6","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31024",31032,33,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31025",31033,40,"services","married","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31026",31034,44,"management","divorced","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31027",31035,42,"technician","divorced","3","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31028",31036,46,"admin.","divorced","5","no","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31029",31037,46,"technician","married","5","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31030",31038,40,"admin.","married","6","NA","NA",-1.8,92.893,-46.2,1.344,5099,"no"
"31031",31039,35,"admin.","single","7","yes","no",-1.8,92.893,-46.2,1.344,5099,"no"
"31032",31040,53,"admin.","married","7","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31033",31041,34,"housemaid","married","5","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31034",31042,34,"housemaid","married","5","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31035",31043,31,"blue-collar","single","4","yes","yes",-1.8,92.893,-46.2,1.334,5099,"no"
"31036",31044,31,"admin.","married","NA","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31037",31045,33,"technician","married","6","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31038",31046,33,"admin.","married","5","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31039",31047,50,"services","divorced","5","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31040",31048,35,"admin.","single","7","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31041",31049,42,"services","married","5","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31042",31050,36,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31043",31051,39,"blue-collar","single","4","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31044",31052,36,"blue-collar","single","6","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31045",31053,52,"management","divorced","7","no","no",-1.8,92.893,-46.2,1.334,5099,"yes"
"31046",31054,38,"technician","married","7","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31047",31055,38,"technician","married","7","yes","yes",-1.8,92.893,-46.2,1.334,5099,"no"
"31048",31056,54,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31049",31057,48,"blue-collar","married","2","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31050",31058,36,"management","married","4","yes","yes",-1.8,92.893,-46.2,1.334,5099,"no"
"31051",31059,39,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31052",31060,33,"management","married","7","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31053",31061,46,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31054",31062,36,"admin.","married","7","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31055",31063,51,"admin.","divorced","6","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31056",31064,38,"technician","married","7","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31057",31065,47,"blue-collar","married","5","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31058",31066,35,"services","married","5","yes","yes",-1.8,92.893,-46.2,1.334,5099,"no"
"31059",31067,38,"admin.","married","5","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31060",31068,35,"services","married","5","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31061",31069,35,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31062",31070,38,"blue-collar","single","2","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31063",31071,38,"admin.","married","5","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31064",31072,34,"admin.","single","5","yes","no",-1.8,92.893,-46.2,1.334,5099,"yes"
"31065",31073,40,"services","single","5","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31066",31074,35,"services","single","5","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31067",31075,31,"blue-collar","married","5","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31068",31076,58,"services","married","3","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31069",31077,29,"admin.","single","7","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31070",31078,36,"technician","married","6","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31071",31079,33,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31072",31080,48,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31073",31081,37,"blue-collar","married","4","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31074",31082,37,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31075",31083,36,"admin.","single","5","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31076",31084,29,"admin.","single","7","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31077",31085,35,"blue-collar","married","5","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31078",31086,36,"admin.","married","7","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31079",31087,41,"entrepreneur","married","2","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31080",31088,36,"technician","married","6","yes","no",-1.8,92.893,-46.2,1.334,5099,"yes"
"31081",31089,41,"blue-collar","married","3","yes","no",-1.8,92.893,-46.2,1.334,5099,"yes"
"31082",31090,29,"admin.","single","7","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31083",31091,36,"management","single","7","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31084",31092,29,"admin.","single","7","yes","yes",-1.8,92.893,-46.2,1.334,5099,"no"
"31085",31093,46,"admin.","married","5","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31086",31094,33,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31087",31095,25,"student","single","4","no","yes",-1.8,92.893,-46.2,1.334,5099,"no"
"31088",31096,48,"blue-collar","married","3","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31089",31097,50,"services","divorced","5","no","yes",-1.8,92.893,-46.2,1.334,5099,"no"
"31090",31098,32,"technician","single","6","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31091",31099,39,"blue-collar","married","4","no","yes",-1.8,92.893,-46.2,1.334,5099,"no"
"31092",31100,27,"services","married","5","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31093",31101,53,"blue-collar","married","6","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31094",31102,41,"entrepreneur","married","2","no","yes",-1.8,92.893,-46.2,1.334,5099,"yes"
"31095",31103,45,"housemaid","married","3","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31096",31104,55,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31097",31105,36,"blue-collar","married","4","yes","no",-1.8,92.893,-46.2,1.334,5099,"no"
"31098",31106,41,"self-employed","married","NA","no","no",-1.8,92.893,-46.2,1.334,5099,"no"
